campaign_id,platform,klike_score,rank,attribute,recommendation,estimated_impact
KLK-0275,TikTok,53.8,3,has_subtitle,"Add subtitles / captions to your creative. On TikTok, creatives WITH this attribute score ~7.9 klike_score points higher on average; CTR could improve by ~11%.",7.95
KLK-0276,TikTok,71.3,1,has_hook,"Add hook in the first 3 seconds to your creative. On TikTok, creatives WITH this attribute score ~17.3 klike_score points higher on average; CTR could improve by ~40%.",17.29
KLK-0276,TikTok,71.3,2,has_face,"Add a human face to your creative. On TikTok, creatives WITH this attribute score ~10.7 klike_score points higher on average; CTR could improve by ~38%.",10.69
KLK-0276,TikTok,71.3,3,video_duration_s,"Increase video duration from 6s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +8.8 klike_score points vs your current range.",8.79
KLK-0277,TikTok,90.6,1,text_density,"Switch text density from 'low' to 'medium'. On TikTok, 'medium' text density averages +3.2 klike_score points higher.",3.22
KLK-0278,TikTok,49.7,1,has_hook,"Add hook in the first 3 seconds to your creative. On TikTok, creatives WITH this attribute score ~17.3 klike_score points higher on average; CTR could improve by ~40%.",17.29
KLK-0278,TikTok,49.7,2,has_face,"Add a human face to your creative. On TikTok, creatives WITH this attribute score ~10.7 klike_score points higher on average; CTR could improve by ~38%.",10.69
KLK-0278,TikTok,49.7,3,has_cta,"Add a clear call-to-action to your creative. On TikTok, creatives WITH this attribute score ~9.1 klike_score points higher on average; CTR could improve by ~10%.",9.12
KLK-0279,TikTok,53.8,1,has_face,"Add a human face to your creative. On TikTok, creatives WITH this attribute score ~10.7 klike_score points higher on average; CTR could improve by ~38%.",10.69
KLK-0279,TikTok,53.8,2,video_duration_s,"Increase video duration from 6s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +8.8 klike_score points vs your current range.",8.79
KLK-0279,TikTok,53.8,3,has_subtitle,"Add subtitles / captions to your creative. On TikTok, creatives WITH this attribute score ~7.9 klike_score points higher on average; CTR could improve by ~11%.",7.95
KLK-0280,TikTok,50.8,1,has_hook,"Add hook in the first 3 seconds to your creative. On TikTok, creatives WITH this attribute score ~17.3 klike_score points higher on average; CTR could improve by ~40%.",17.29
KLK-0280,TikTok,50.8,2,has_face,"Add a human face to your creative. On TikTok, creatives WITH this attribute score ~10.7 klike_score points higher on average; CTR could improve by ~38%.",10.69
KLK-0280,TikTok,50.8,3,video_duration_s,"Increase video duration from 7s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +8.8 klike_score points vs your current range.",8.79
KLK-0281,LinkedIn,47.2,1,text_density,"Switch text density from 'high' to 'medium'. On LinkedIn, 'medium' text density averages +15.0 klike_score points higher.",15.03
KLK-0281,LinkedIn,47.2,2,has_face,"Add a human face to your creative. On LinkedIn, creatives WITH this attribute score ~13.1 klike_score points higher on average; CTR could improve by ~33%.",13.11
KLK-0281,LinkedIn,47.2,3,video_duration_s,"Increase video duration from 15s to ~75s. The optimal duration bucket for LinkedIn is '>60s', which averages +10.1 klike_score points vs your current range.",10.12
KLK-0282,Meta,21.1,1,text_density,"Switch text density from 'high' to 'medium'. On Meta, 'medium' text density averages +18.3 klike_score points higher.",18.35
KLK-0282,Meta,21.1,2,has_hook,"Add hook in the first 3 seconds to your creative. On Meta, creatives WITH this attribute score ~17.9 klike_score points higher on average; CTR could improve by ~34%.",17.86
KLK-0282,Meta,21.1,3,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11%.",12.94
KLK-0283,Meta,74.1,1,text_density,"Switch text density from 'high' to 'medium'. On Meta, 'medium' text density averages +18.3 klike_score points higher.",18.35
KLK-0283,Meta,74.1,2,has_subtitle,"Add subtitles / captions to your creative. On Meta, creatives WITH this attribute score ~7.5 klike_score points higher on average; CTR could improve by ~13%.",7.48
KLK-0283,Meta,74.1,3,video_duration_s,"Increase video duration from 22s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +6.4 klike_score points vs your current range.",6.43
KLK-0284,Meta,45.5,1,has_hook,"Add hook in the first 3 seconds to your creative. On Meta, creatives WITH this attribute score ~17.9 klike_score points higher on average; CTR could improve by ~34%.",17.86
KLK-0284,Meta,45.5,2,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11%.",12.94
KLK-0284,Meta,45.5,3,text_density,"Switch text density from 'low' to 'medium'. On Meta, 'medium' text density averages +8.5 klike_score points higher.",8.55
KLK-0285,TikTok,71.7,1,video_duration_s,"Increase video duration from 13s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +13.4 klike_score points vs your current range.",13.42
KLK-0285,TikTok,71.7,2,has_face,"Add a human face to your creative. On TikTok, creatives WITH this attribute score ~10.7 klike_score points higher on average; CTR could improve by ~38%.",10.69
KLK-0285,TikTok,71.7,3,has_subtitle,"Add subtitles / captions to your creative. On TikTok, creatives WITH this attribute score ~7.9 klike_score points higher on average; CTR could improve by ~11%.",7.95
KLK-0286,Meta,40.8,1,text_density,"Switch text density from 'high' to 'medium'. On Meta, 'medium' text density averages +18.3 klike_score points higher.",18.35
KLK-0286,Meta,40.8,2,has_hook,"Add hook in the first 3 seconds to your creative. On Meta, creatives WITH this attribute score ~17.9 klike_score points higher on average; CTR could improve by ~34%.",17.86
KLK-0286,Meta,40.8,3,video_duration_s,"Increase video duration from 11s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +6.1 klike_score points vs your current range.",6.13
KLK-0287,Meta,61.7,1,text_density,"Switch text density from 'high' to 'medium'. On Meta, 'medium' text density averages +18.3 klike_score points higher.",18.35
KLK-0287,Meta,61.7,2,has_hook,"Add hook in the first 3 seconds to your creative. On Meta, creatives WITH this attribute score ~17.9 klike_score points higher on average; CTR could improve by ~34%.",17.86
KLK-0287,Meta,61.7,3,video_duration_s,"Increase video duration from 24s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +6.4 klike_score points vs your current range.",6.43
KLK-0288,TikTok,59.0,1,has_hook,"Add hook in the first 3 seconds to your creative. On TikTok, creatives WITH this attribute score ~17.3 klike_score points higher on average; CTR could improve by ~40%.",17.29
KLK-0288,TikTok,59.0,2,has_face,"Add a human face to your creative. On TikTok, creatives WITH this attribute score ~10.7 klike_score points higher on average; CTR could improve by ~38% — efeito especialmente forte para a faixa etária 25-34.",10.69
KLK-0288,TikTok,59.0,3,video_duration_s,"Increase video duration from 6s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +8.8 klike_score points vs your current range.",8.79
KLK-0289,Meta,60.6,1,has_hook,"Add hook in the first 3 seconds to your creative. On Meta, creatives WITH this attribute score ~17.9 klike_score points higher on average; CTR could improve by ~34%.",17.86
KLK-0289,Meta,60.6,2,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11% — efeito especialmente forte para a faixa etária 25-34.",12.94
KLK-0289,Meta,60.6,3,text_density,"Switch text density from 'low' to 'medium'. On Meta, 'medium' text density averages +8.5 klike_score points higher.",8.55
KLK-0290,TikTok,58.2,1,has_hook,"Add hook in the first 3 seconds to your creative. On TikTok, creatives WITH this attribute score ~17.3 klike_score points higher on average; CTR could improve by ~40%.",17.29
KLK-0290,TikTok,58.2,2,video_duration_s,"Increase video duration from 18s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +13.4 klike_score points vs your current range.",13.42
KLK-0290,TikTok,58.2,3,has_cta,"Add a clear call-to-action to your creative. On TikTok, creatives WITH this attribute score ~9.1 klike_score points higher on average; CTR could improve by ~10%.",9.12
KLK-0291,Meta,89.1,1,video_duration_s,"Increase video duration from 7s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +5.4 klike_score points vs your current range.",5.4
KLK-0291,Meta,89.1,2,format,"Switch ad format from 'vertical' to 'quadrado'. On Meta, 'quadrado' format averages +3.7 klike_score points higher.",3.65
KLK-0292,Meta,75.9,1,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11%.",12.94
KLK-0292,Meta,75.9,2,video_duration_s,"Increase video duration from 15s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +6.1 klike_score points vs your current range.",6.13
KLK-0292,Meta,75.9,3,format,"Switch ad format from 'vertical' to 'quadrado'. On Meta, 'quadrado' format averages +3.7 klike_score points higher.",3.65
KLK-0293,TikTok,54.4,1,video_duration_s,"Increase video duration from 11s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +13.4 klike_score points vs your current range.",13.42
KLK-0293,TikTok,54.4,2,text_density,"Switch text density from 'high' to 'medium'. On TikTok, 'medium' text density averages +11.6 klike_score points higher.",11.61
KLK-0293,TikTok,54.4,3,has_cta,"Add a clear call-to-action to your creative. On TikTok, creatives WITH this attribute score ~9.1 klike_score points higher on average; CTR could improve by ~10%.",9.12
KLK-0294,Meta,40.1,1,has_hook,"Add hook in the first 3 seconds to your creative. On Meta, creatives WITH this attribute score ~17.9 klike_score points higher on average; CTR could improve by ~34%.",17.86
KLK-0294,Meta,40.1,2,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11%.",12.94
KLK-0294,Meta,40.1,3,text_density,"Switch text density from 'low' to 'medium'. On Meta, 'medium' text density averages +8.5 klike_score points higher.",8.55
KLK-0295,Meta,56.8,1,has_hook,"Add hook in the first 3 seconds to your creative. On Meta, creatives WITH this attribute score ~17.9 klike_score points higher on average; CTR could improve by ~34%.",17.86
KLK-0295,Meta,56.8,2,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11%.",12.94
KLK-0295,Meta,56.8,3,text_density,"Switch text density from 'low' to 'medium'. On Meta, 'medium' text density averages +8.5 klike_score points higher.",8.55
KLK-0296,TikTok,61.2,1,has_face,"Add a human face to your creative. On TikTok, creatives WITH this attribute score ~10.7 klike_score points higher on average; CTR could improve by ~38%.",10.69
KLK-0296,TikTok,61.2,2,has_cta,"Add a clear call-to-action to your creative. On TikTok, creatives WITH this attribute score ~9.1 klike_score points higher on average; CTR could improve by ~10%.",9.12
KLK-0296,TikTok,61.2,3,format,"Switch ad format from 'quadrado' to 'vertical'. On TikTok, 'vertical' format averages +9.1 klike_score points higher.",9.08
KLK-0297,TikTok,75.6,1,has_hook,"Add hook in the first 3 seconds to your creative. On TikTok, creatives WITH this attribute score ~17.3 klike_score points higher on average; CTR could improve by ~40%.",17.29
KLK-0297,TikTok,75.6,2,has_cta,"Add a clear call-to-action to your creative. On TikTok, creatives WITH this attribute score ~9.1 klike_score points higher on average; CTR could improve by ~10%.",9.12
KLK-0297,TikTok,75.6,3,video_duration_s,"Increase video duration from 8s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +8.8 klike_score points vs your current range.",8.79
KLK-0298,Meta,17.6,1,has_hook,"Add hook in the first 3 seconds to your creative. On Meta, creatives WITH this attribute score ~17.9 klike_score points higher on average; CTR could improve by ~34%.",17.86
KLK-0298,Meta,17.6,2,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11%.",12.94
KLK-0298,Meta,17.6,3,text_density,"Switch text density from 'low' to 'medium'. On Meta, 'medium' text density averages +8.5 klike_score points higher.",8.55
KLK-0299,TikTok,44.0,1,has_hook,"Add hook in the first 3 seconds to your creative. On TikTok, creatives WITH this attribute score ~17.3 klike_score points higher on average; CTR could improve by ~40%.",17.29
KLK-0299,TikTok,44.0,2,video_duration_s,"Increase video duration from 13s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +13.4 klike_score points vs your current range.",13.42
KLK-0299,TikTok,44.0,3,has_face,"Add a human face to your creative. On TikTok, creatives WITH this attribute score ~10.7 klike_score points higher on average; CTR could improve by ~38%.",10.69
KLK-0300,Meta,57.7,1,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11%.",12.94
KLK-0300,Meta,57.7,2,has_cta,"Add a clear call-to-action to your creative. On Meta, creatives WITH this attribute score ~7.6 klike_score points higher on average; CTR could improve by ~6%.",7.61
KLK-0300,Meta,57.7,3,has_subtitle,"Add subtitles / captions to your creative. On Meta, creatives WITH this attribute score ~7.5 klike_score points higher on average; CTR could improve by ~13%.",7.48
KLK-0301,Meta,82.8,1,video_duration_s,"Increase video duration from 11s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +6.1 klike_score points vs your current range.",6.13
KLK-0301,Meta,82.8,2,format,"Switch ad format from 'vertical' to 'quadrado'. On Meta, 'quadrado' format averages +3.7 klike_score points higher.",3.65
KLK-0302,TikTok,63.1,1,has_hook,"Add hook in the first 3 seconds to your creative. On TikTok, creatives WITH this attribute score ~17.3 klike_score points higher on average; CTR could improve by ~40%.",17.29
KLK-0302,TikTok,63.1,2,has_cta,"Add a clear call-to-action to your creative. On TikTok, creatives WITH this attribute score ~9.1 klike_score points higher on average; CTR could improve by ~10%.",9.12
KLK-0303,TikTok,41.1,1,has_hook,"Add hook in the first 3 seconds to your creative. On TikTok, creatives WITH this attribute score ~17.3 klike_score points higher on average; CTR could improve by ~40%.",17.29
KLK-0303,TikTok,41.1,2,has_face,"Add a human face to your creative. On TikTok, creatives WITH this attribute score ~10.7 klike_score points higher on average; CTR could improve by ~38% — efeito especialmente forte para a faixa etária 25-34.",10.69
KLK-0303,TikTok,41.1,3,video_duration_s,"Increase video duration from 6s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +8.8 klike_score points vs your current range.",8.79
KLK-0304,TikTok,67.6,1,has_cta,"Add a clear call-to-action to your creative. On TikTok, creatives WITH this attribute score ~9.1 klike_score points higher on average; CTR could improve by ~10%.",9.12
KLK-0304,TikTok,67.6,2,video_duration_s,"Increase video duration from 5s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +8.8 klike_score points vs your current range.",8.79
KLK-0305,TikTok,48.0,1,has_hook,"Add hook in the first 3 seconds to your creative. On TikTok, creatives WITH this attribute score ~17.3 klike_score points higher on average; CTR could improve by ~40%.",17.29
KLK-0305,TikTok,48.0,2,text_density,"Switch text density from 'high' to 'medium'. On TikTok, 'medium' text density averages +11.6 klike_score points higher.",11.61
KLK-0305,TikTok,48.0,3,video_duration_s,"Increase video duration from 5s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +8.8 klike_score points vs your current range.",8.79
KLK-0306,LinkedIn,41.1,1,has_hook,"Add hook in the first 3 seconds to your creative. On LinkedIn, creatives WITH this attribute score ~15.9 klike_score points higher on average; CTR could improve by ~52%.",15.95
KLK-0306,LinkedIn,41.1,2,video_duration_s,"Increase video duration from 19s to ~75s. The optimal duration bucket for LinkedIn is '>60s', which averages +10.1 klike_score points vs your current range.",10.12
KLK-0306,LinkedIn,41.1,3,text_density,"Switch text density from 'low' to 'medium'. On LinkedIn, 'medium' text density averages +5.9 klike_score points higher.",5.9
KLK-0307,TikTok,38.8,1,has_hook,"Add hook in the first 3 seconds to your creative. On TikTok, creatives WITH this attribute score ~17.3 klike_score points higher on average; CTR could improve by ~40%.",17.29
KLK-0307,TikTok,38.8,2,text_density,"Switch text density from 'high' to 'medium'. On TikTok, 'medium' text density averages +11.6 klike_score points higher.",11.61
KLK-0307,TikTok,38.8,3,has_face,"Add a human face to your creative. On TikTok, creatives WITH this attribute score ~10.7 klike_score points higher on average; CTR could improve by ~38%.",10.69
KLK-0308,Meta,43.9,1,has_hook,"Add hook in the first 3 seconds to your creative. On Meta, creatives WITH this attribute score ~17.9 klike_score points higher on average; CTR could improve by ~34%.",17.86
KLK-0308,Meta,43.9,2,text_density,"Switch text density from 'low' to 'medium'. On Meta, 'medium' text density averages +8.5 klike_score points higher.",8.55
KLK-0308,Meta,43.9,3,has_cta,"Add a clear call-to-action to your creative. On Meta, creatives WITH this attribute score ~7.6 klike_score points higher on average; CTR could improve by ~6%.",7.61
KLK-0309,TikTok,87.8,1,text_density,"Switch text density from 'high' to 'medium'. On TikTok, 'medium' text density averages +11.6 klike_score points higher.",11.61
KLK-0309,TikTok,87.8,2,video_duration_s,"Increase video duration from 9s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +8.8 klike_score points vs your current range.",8.79
KLK-0310,Meta,73.5,1,has_cta,"Add a clear call-to-action to your creative. On Meta, creatives WITH this attribute score ~7.6 klike_score points higher on average; CTR could improve by ~6%.",7.61
KLK-0310,Meta,73.5,2,has_subtitle,"Add subtitles / captions to your creative. On Meta, creatives WITH this attribute score ~7.5 klike_score points higher on average; CTR could improve by ~13%.",7.48
KLK-0310,Meta,73.5,3,video_duration_s,"Increase video duration from 19s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +6.1 klike_score points vs your current range.",6.13
KLK-0311,Meta,36.7,1,has_hook,"Add hook in the first 3 seconds to your creative. On Meta, creatives WITH this attribute score ~17.9 klike_score points higher on average; CTR could improve by ~34%.",17.86
KLK-0311,Meta,36.7,2,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11%.",12.94
KLK-0311,Meta,36.7,3,text_density,"Switch text density from 'low' to 'medium'. On Meta, 'medium' text density averages +8.5 klike_score points higher.",8.55
KLK-0312,Meta,88.5,1,has_subtitle,"Add subtitles / captions to your creative. On Meta, creatives WITH this attribute score ~7.5 klike_score points higher on average; CTR could improve by ~13%.",7.48
KLK-0312,Meta,88.5,2,video_duration_s,"Increase video duration from 11s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +6.1 klike_score points vs your current range.",6.13
KLK-0313,Meta,55.8,1,text_density,"Switch text density from 'low' to 'medium'. On Meta, 'medium' text density averages +8.5 klike_score points higher.",8.55
KLK-0313,Meta,55.8,2,has_cta,"Add a clear call-to-action to your creative. On Meta, creatives WITH this attribute score ~7.6 klike_score points higher on average; CTR could improve by ~6%.",7.61
KLK-0313,Meta,55.8,3,video_duration_s,"Increase video duration from 20s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +6.1 klike_score points vs your current range.",6.13
KLK-0314,LinkedIn,58.2,1,text_density,"Switch text density from 'high' to 'medium'. On LinkedIn, 'medium' text density averages +15.0 klike_score points higher.",15.03
KLK-0314,LinkedIn,58.2,2,video_duration_s,"Increase video duration from 40s to ~75s. The optimal duration bucket for LinkedIn is '>60s', which averages +11.8 klike_score points vs your current range.",11.84
KLK-0314,LinkedIn,58.2,3,has_cta,"Add a clear call-to-action to your creative. On LinkedIn, creatives WITH this attribute score ~8.8 klike_score points higher on average; CTR could improve by ~13%.",8.77
KLK-0315,TikTok,74.9,1,has_face,"Add a human face to your creative. On TikTok, creatives WITH this attribute score ~10.7 klike_score points higher on average; CTR could improve by ~38% — efeito especialmente forte para a faixa etária 25-34.",10.69
KLK-0315,TikTok,74.9,2,video_duration_s,"Increase video duration from 7s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +8.8 klike_score points vs your current range.",8.79
KLK-0315,TikTok,74.9,3,has_subtitle,"Add subtitles / captions to your creative. On TikTok, creatives WITH this attribute score ~7.9 klike_score points higher on average; CTR could improve by ~11%.",7.95
KLK-0316,TikTok,87.9,1,video_duration_s,"Increase video duration from 12s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +13.4 klike_score points vs your current range.",13.42
KLK-0317,Meta,68.3,1,video_duration_s,"Increase video duration from 11s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +6.1 klike_score points vs your current range.",6.13
KLK-0317,Meta,68.3,2,format,"Switch ad format from 'vertical' to 'quadrado'. On Meta, 'quadrado' format averages +3.7 klike_score points higher.",3.65
KLK-0318,Meta,83.4,1,has_subtitle,"Add subtitles / captions to your creative. On Meta, creatives WITH this attribute score ~7.5 klike_score points higher on average; CTR could improve by ~13%.",7.48
KLK-0318,Meta,83.4,2,video_duration_s,"Increase video duration from 8s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +5.4 klike_score points vs your current range.",5.4
KLK-0318,Meta,83.4,3,format,"Switch ad format from 'vertical' to 'quadrado'. On Meta, 'quadrado' format averages +3.7 klike_score points higher.",3.65
KLK-0319,Meta,53.8,1,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11% — efeito especialmente forte para a faixa etária 25-34.",12.94
KLK-0319,Meta,53.8,2,text_density,"Switch text density from 'low' to 'medium'. On Meta, 'medium' text density averages +8.5 klike_score points higher.",8.55
KLK-0319,Meta,53.8,3,video_duration_s,"Increase video duration from 7s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +5.4 klike_score points vs your current range.",5.4
KLK-0320,Meta,56.7,1,has_hook,"Add hook in the first 3 seconds to your creative. On Meta, creatives WITH this attribute score ~17.9 klike_score points higher on average; CTR could improve by ~34%.",17.86
KLK-0320,Meta,56.7,2,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11% — efeito especialmente forte para a faixa etária 25-34.",12.94
KLK-0320,Meta,56.7,3,has_cta,"Add a clear call-to-action to your creative. On Meta, creatives WITH this attribute score ~7.6 klike_score points higher on average; CTR could improve by ~6%.",7.61
KLK-0321,TikTok,73.4,1,has_hook,"Add hook in the first 3 seconds to your creative. On TikTok, creatives WITH this attribute score ~17.3 klike_score points higher on average; CTR could improve by ~40%.",17.29
KLK-0321,TikTok,73.4,2,video_duration_s,"Increase video duration from 13s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +13.4 klike_score points vs your current range.",13.42
KLK-0321,TikTok,73.4,3,has_face,"Add a human face to your creative. On TikTok, creatives WITH this attribute score ~10.7 klike_score points higher on average; CTR could improve by ~38%.",10.69
KLK-0322,TikTok,50.8,1,has_hook,"Add hook in the first 3 seconds to your creative. On TikTok, creatives WITH this attribute score ~17.3 klike_score points higher on average; CTR could improve by ~40%.",17.29
KLK-0322,TikTok,50.8,2,has_face,"Add a human face to your creative. On TikTok, creatives WITH this attribute score ~10.7 klike_score points higher on average; CTR could improve by ~38%.",10.69
KLK-0322,TikTok,50.8,3,has_cta,"Add a clear call-to-action to your creative. On TikTok, creatives WITH this attribute score ~9.1 klike_score points higher on average; CTR could improve by ~10%.",9.12
KLK-0323,TikTok,86.9,1,video_duration_s,"Increase video duration from 9s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +8.8 klike_score points vs your current range.",8.79
KLK-0323,TikTok,86.9,2,has_subtitle,"Add subtitles / captions to your creative. On TikTok, creatives WITH this attribute score ~7.9 klike_score points higher on average; CTR could improve by ~11%.",7.95
KLK-0324,Meta,79.2,1,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11% — efeito especialmente forte para a faixa etária 25-34.",12.94
KLK-0324,Meta,79.2,2,text_density,"Switch text density from 'low' to 'medium'. On Meta, 'medium' text density averages +8.5 klike_score points higher.",8.55
KLK-0324,Meta,79.2,3,video_duration_s,"Increase video duration from 27s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +6.4 klike_score points vs your current range.",6.43
KLK-0325,LinkedIn,50.8,1,has_hook,"Add hook in the first 3 seconds to your creative. On LinkedIn, creatives WITH this attribute score ~15.9 klike_score points higher on average; CTR could improve by ~52%.",15.95
KLK-0325,LinkedIn,50.8,2,video_duration_s,"Increase video duration from 31s to ~75s. The optimal duration bucket for LinkedIn is '>60s', which averages +11.8 klike_score points vs your current range.",11.84
KLK-0325,LinkedIn,50.8,3,has_cta,"Add a clear call-to-action to your creative. On LinkedIn, creatives WITH this attribute score ~8.8 klike_score points higher on average; CTR could improve by ~13%.",8.77
KLK-0326,TikTok,29.4,1,has_hook,"Add hook in the first 3 seconds to your creative. On TikTok, creatives WITH this attribute score ~17.3 klike_score points higher on average; CTR could improve by ~40%.",17.29
KLK-0326,TikTok,29.4,2,text_density,"Switch text density from 'high' to 'medium'. On TikTok, 'medium' text density averages +11.6 klike_score points higher.",11.61
KLK-0326,TikTok,29.4,3,has_face,"Add a human face to your creative. On TikTok, creatives WITH this attribute score ~10.7 klike_score points higher on average; CTR could improve by ~38%.",10.69
KLK-0327,TikTok,74.5,1,format,"Switch ad format from 'quadrado' to 'vertical'. On TikTok, 'vertical' format averages +9.1 klike_score points higher.",9.08
KLK-0327,TikTok,74.5,2,video_duration_s,"Increase video duration from 28s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +7.7 klike_score points vs your current range.",7.72
KLK-0327,TikTok,74.5,3,text_density,"Switch text density from 'low' to 'medium'. On TikTok, 'medium' text density averages +3.2 klike_score points higher.",3.22
KLK-0329,Meta,52.3,1,has_hook,"Add hook in the first 3 seconds to your creative. On Meta, creatives WITH this attribute score ~17.9 klike_score points higher on average; CTR could improve by ~34%.",17.86
KLK-0329,Meta,52.3,2,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11%.",12.94
KLK-0329,Meta,52.3,3,text_density,"Switch text density from 'low' to 'medium'. On Meta, 'medium' text density averages +8.5 klike_score points higher.",8.55
KLK-0330,Meta,72.5,1,text_density,"Switch text density from 'low' to 'medium'. On Meta, 'medium' text density averages +8.5 klike_score points higher.",8.55
KLK-0330,Meta,72.5,2,video_duration_s,"Increase video duration from 5s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +5.4 klike_score points vs your current range.",5.4
KLK-0330,Meta,72.5,3,format,"Switch ad format from 'horizontal' to 'quadrado'. On Meta, 'quadrado' format averages +3.6 klike_score points higher.",3.55
KLK-0331,Meta,62.2,1,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11% — efeito especialmente forte para a faixa etária 25-34.",12.94
KLK-0331,Meta,62.2,2,text_density,"Switch text density from 'low' to 'medium'. On Meta, 'medium' text density averages +8.5 klike_score points higher.",8.55
KLK-0331,Meta,62.2,3,video_duration_s,"Increase video duration from 28s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +6.4 klike_score points vs your current range.",6.43
KLK-0332,TikTok,61.7,1,has_hook,"Add hook in the first 3 seconds to your creative. On TikTok, creatives WITH this attribute score ~17.3 klike_score points higher on average; CTR could improve by ~40%.",17.29
KLK-0332,TikTok,61.7,2,video_duration_s,"Increase video duration from 5s to ~38s. The optimal duration bucket for TikTok is '31-45s', which averages +8.8 klike_score points vs your current range.",8.79
KLK-0333,Meta,79.1,1,format,"Switch ad format from 'horizontal' to 'quadrado'. On Meta, 'quadrado' format averages +3.6 klike_score points higher.",3.55
KLK-0333,Meta,79.1,2,video_duration_s,"Increase video duration from 40s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +2.8 klike_score points vs your current range.",2.81
KLK-0334,Meta,39.2,1,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11% — efeito especialmente forte para a faixa etária 25-34.",12.94
KLK-0334,Meta,39.2,2,text_density,"Switch text density from 'low' to 'medium'. On Meta, 'medium' text density averages +8.5 klike_score points higher.",8.55
KLK-0334,Meta,39.2,3,has_cta,"Add a clear call-to-action to your creative. On Meta, creatives WITH this attribute score ~7.6 klike_score points higher on average; CTR could improve by ~6%.",7.61
KLK-0335,Meta,67.1,1,has_face,"Add a human face to your creative. On Meta, creatives WITH this attribute score ~12.9 klike_score points higher on average; CTR could improve by ~11% — efeito especialmente forte para a faixa etária 25-34.",12.94
KLK-0335,Meta,67.1,2,video_duration_s,"Increase video duration from 48s to ~75s. The optimal duration bucket for Meta is '>60s', which averages +9.6 klike_score points vs your current range.",9.64
KLK-0335,Meta,67.1,3,text_density,"Switch text density from 'low' to 'medium'. On Meta, 'medium' text density averages +8.5 klike_score points higher.",8.55
